user;timeStamp;idParent;Id_Article
isadelsof8;1479349985;Le Monde;international_0
Dvnny66;1479347414;Le Monde;international_0
esprit1789;1479347176;Le Monde;international_0
MyFabolousWorld;1479344196;Le Monde;international_0
NikkiSweetLips;1479344145;Le Monde;international_0
rockywinkywin;1479344012;Le Monde;international_0
Dannou972;1479343659;Le Monde;international_0
BGuccy;1479342277;Le Monde;international_0
idee_kenkyu;1479341146;Le Monde;international_0
blabalade;1479341094;Le Monde;international_0
jesse_972;1479339858;Le Monde;international_0
JustineBibine;1479339583;Le Monde;international_0
kadeak_spain;1479339551;Le Monde;international_0
soleil82639;1479339451;Le Monde;international_0
Teylor_M;1479339137;Le Monde;international_0
Dhuratejshr;1479339125;Le Monde;international_0
urbanmediaz;1479338833;Le Monde;international_0
remy_goel;1479338795;Le Monde;international_0
Minovinco94;1479338750;Le Monde;international_0
norbert_alex;1479338738;Le Monde;international_0
JJF971_;1479338699;Le Monde;international_0
Favyetouayo;1479338659;Le Monde;international_0
wlooski;1479338485;Le Monde;international_0
92249607x;1479338102;Le Monde;international_0
Ink_Aida;1479337933;Le Monde;international_0
abee2301;1479337752;Le Monde;international_0
sowmaha;1479337675;Le Monde;international_0
modjissola5;1479337271;Le Monde;international_0
Askrin14;1479337183;Le Monde;international_0
Papa_AM35;1479337172;Le Monde;international_0
ncarambole;1479337163;Le Monde;international_0
V_Citizen;1479337148;Le Monde;international_0
EBOKOMalia;1479337057;Le Monde;international_0
zgregoss66;1479337027;Le Monde;international_0
M2bliquis;1479336996;Le Monde;international_0
AidliManon;1479336956;Le Monde;international_0
madiorfll;1479336751;Le Monde;international_0
nathalieniel;1479336649;Le Monde;international_0
AmalyaMBD;1479336573;Le Monde;international_0
leroy_rousseau;1479336570;Le Monde;international_0
Louise de Lannoy φ;1479334621;null;international_0
fanfanchatblanc;1479336153;Louise de Lannoy φ;international_0
ApollineDchamp;1479335720;Louise de Lannoy φ;international_0
ccdevallet;1479335657;Louise de Lannoy φ;international_0
borninchampagne;1479335093;Louise de Lannoy φ;international_0
marc melcourt;1479334384;null;international_0
Achren Verdian;1479337445;null;international_1
SafaHaouam;1479399284;Achren Verdian;international_1
MBalcy;1479337696;Achren Verdian;international_1
moi,moimeme et je;1479332153;null;international_1
cramounim;1479335771;moi,moimeme et je;international_1
PolisarioTID;1479332408;moi,moimeme et je;international_1
elaineobenshain;1479332214;moi,moimeme et je;international_1
Le Monde;1479330427;null;international_1
verbauxves_;1479521942;Le Monde;international_1
NawPark_;1479375524;Le Monde;international_1
Fredcardeilhac;1479365009;Le Monde;international_1
skyptheswim;1479363838;Le Monde;international_1
jane46220;1479359162;Le Monde;international_1
revolution_fr;1479354538;Le Monde;international_1
esprit1789;1479347193;Le Monde;international_1
idee_kenkyu;1479341165;Le Monde;international_1
soleil82639;1479339741;Le Monde;international_1
1Brefnoir;1479338187;Le Monde;international_1
FL23767;1479338040;Le Monde;international_1
lionelcergy;1479337867;Le Monde;international_1
OmNico72;1479335290;Le Monde;international_1
ReineEmond;1479335273;Le Monde;international_1
maslarelou;1479335061;Le Monde;international_1
evaines10;1479334134;Le Monde;international_1
IsaBonnet;1479332965;Le Monde;international_1
Floriane_mtp;1479332582;Le Monde;international_1
tricornot;1479332443;Le Monde;international_1
